1,200139,0,"2025-06-06 19:11:28.210"
2,200003,0,"2025-06-06 19:11:28.612"
2,200306,0,"2025-06-06 19:11:29.215"
2,200442,0,"2025-06-06 19:11:34.937"
2,200484,0,"2025-06-06 19:11:35.465"
3,200374,0,"2025-06-06 19:12:41.107"
3,200129,0,"2025-06-06 19:12:45.719"
2,200232,0,"2025-06-06 19:12:48.402"
2,200010,0,"2025-06-06 19:12:48.969"
2,200368,0,"2025-06-06 19:12:51.869"
2,200062,0,"2025-06-06 19:13:14.720"
3,200130,0,"2025-06-06 19:13:19.682"
2,200403,0,"2025-06-06 19:13:21.221"
2,200336,0,"2025-06-06 19:13:25.343"
2,200022,0,"2025-06-06 19:13:26.563"
2,200445,0,"2025-06-06 19:13:27.389"
2,200120,0,"2025-06-06 19:13:35.472"
4,200069,0,"2025-06-06 19:13:41.974"
2,200339,0,"2025-06-06 19:13:53.804"
2,200127,0,"2025-06-06 19:14:14.902"
2,200342,0,"2025-06-06 19:14:34.174"
2,200020,0,"2025-06-06 19:15:01.477"
3,200256,0,"2025-06-06 19:15:12.241"
2,200091,0,"2025-06-06 19:15:15.963"
2,200133,0,"2025-06-06 19:15:32.588"
2,200466,0,"2025-06-06 19:15:38.481"
2,200315,0,"2025-06-06 19:15:49.640"
2,200050,0,"2025-06-06 19:15:52.886"
1,200139,0,"2025-06-06 19:21:24.390"
3,200306,0,"2025-06-06 19:21:32.929"
2,200442,0,"2025-06-06 19:21:42.655"
2,200484,0,"2025-06-06 19:21:47.734"
2,200003,0,"2025-06-06 19:21:49.134"
2,200374,0,"2025-06-06 19:22:51.959"
2,200129,0,"2025-06-06 19:23:30.939"
2,200010,0,"2025-06-06 19:23:31.503"
2,200232,0,"2025-06-06 19:23:47.377"
2,200368,0,"2025-06-06 19:23:48.755"
2,200062,0,"2025-06-06 19:23:54.300"
2,200445,0,"2025-06-06 19:24:13.947"
3,200336,0,"2025-06-06 19:24:28.559"
2,200022,0,"2025-06-06 19:24:30.253"
2,200130,0,"2025-06-06 19:24:31.200"
2,200403,0,"2025-06-06 19:24:34.270"
2,200120,0,"2025-06-06 19:25:06.899"
2,200339,0,"2025-06-06 19:25:29.757"
3,200069,0,"2025-06-06 19:25:35.318"
1,200127,0,"2025-06-06 19:26:27.100"
1,200342,0,"2025-06-06 19:26:41.871"
1,200020,0,"2025-06-06 19:27:31.827"
2,200091,0,"2025-06-06 19:28:03.160"
1,200315,0,"2025-06-06 19:28:14.225"
2,200256,0,"2025-06-06 19:28:20.522"
2,200133,0,"2025-06-06 19:28:43.834"
2,200466,0,"2025-06-06 19:29:18.271"
2,200050,0,"2025-06-06 19:30:20.265"
2,200139,0,"2025-06-06 19:31:28.468"
3,200306,0,"2025-06-06 19:31:29.272"
2,200442,0,"2025-06-06 19:31:40.845"
2,200003,0,"2025-06-06 19:31:51.203"
2,200484,0,"2025-06-06 19:32:15.279"
3,200374,0,"2025-06-06 19:33:05.844"
