4,200050,200050,"02-05-2025 19:18:25.149",1,4
2,200474,200474,"02-05-2025 19:18:25.882",1,2
4,200126,200126,"02-05-2025 19:18:48.597",1,4
4,200246,200246,"02-05-2025 19:18:48.158",1,4
2,200450,200450,"02-05-2025 19:19:13.363",1,2
4,200437,200437,"02-05-2025 19:21:44.657",1,4
4,200433,200433,"02-05-2025 19:21:49.159",1,4
4,200190,200190,"02-05-2025 19:24:39.111",1,4
4,200003,200003,"02-05-2025 19:24:39.414",1,4
4,200458,200458,"02-05-2025 19:26:03.493",1,4
4,200482,200482,"02-05-2025 19:26:04.169",1,4
2,200139,200139,"02-05-2025 19:26:04.306",1,2
4,200484,200484,"02-05-2025 19:26:04.706",1,4
3,200384,200384,"02-05-2025 19:26:06.670",1,3
2,200071,200071,"02-05-2025 19:26:11.634",1,2
2,200393,200393,"02-05-2025 19:26:17.923",1,2
2,200470,200470,"02-05-2025 19:26:39.120",1,2
4,200401,200401,"02-05-2025 19:27:15.756",1,4
2,200007,200007,"02-05-2025 19:27:26.104",1,2
4,200232,200232,"02-05-2025 19:28:55.787",1,4
3,200273,200273,"02-05-2025 19:28:57.626",1,3
4,200368,200368,"02-05-2025 19:28:59.261",1,4
2,200078,200078,"02-05-2025 19:28:59.862",1,2
4,200492,200492,"02-05-2025 19:29:17.722",1,4
4,200130,200130,"02-05-2025 19:29:18.953",1,4
3,200012,200012,"02-05-2025 19:29:19.550",1,3
4,200067,200067,"02-05-2025 19:29:20.161",1,4
3,200478,200478,"02-05-2025 19:29:30.307",1,3
4,200062,200062,"02-05-2025 19:29:34.930",1,4
4,200120,200120,"02-05-2025 19:29:57.309",1,4
3,200336,200336,"02-05-2025 19:29:58.534",1,3
3,200339,200339,"02-05-2025 19:30:09.914",1,3
3,200315,200315,"02-05-2025 19:30:12.125",1,3
3,200342,200342,"02-05-2025 19:30:14.380",1,3
4,200237,200237,"02-05-2025 19:30:27.683",1,4
4,200334,200334,"02-05-2025 19:30:33.427",1,4
4,200270,200270,"02-05-2025 19:30:40.932",1,4
2,200437,200437,"02-05-2025 19:30:52.155",1,2
2,200127,200127,"02-05-2025 19:31:18.434",1,2
2,200256,200256,"02-05-2025 19:31:32.766",1,2
4,200403,200403,"02-05-2025 19:31:38.437",1,4
2,200069,200069,"02-05-2025 19:31:50.130",1,2
4,200020,200020,"02-05-2025 19:32:06.437",1,4
4,200445,200445,"02-05-2025 19:32:13.409",1,4
3,200134,200134,"02-05-2025 19:33:13.522",1,3
4,200454,200454,"02-05-2025 19:33:55.945",1,4
4,200476,200476,"02-05-2025 19:33:56.151",1,4
3,200373,200373,"02-05-2025 19:33:56.781",1,3
2,200432,200432,"02-05-2025 19:33:56.774",1,2
4,200474,200474,"02-05-2025 19:34:18.425",1,4
4,200050,200050,"02-05-2025 19:35:28.679",1,4
4,200126,200126,"02-05-2025 19:35:43.934",1,4
4,200246,200246,"02-05-2025 19:35:52.710",1,4
4,200450,200450,"02-05-2025 19:36:27.701",1,4
3,200190,200190,"02-05-2025 19:36:41.790",1,3
3,200003,200003,"02-05-2025 19:36:42.401",1,3
4,200458,200458,"02-05-2025 19:38:26.660",1,4
4,200139,200139,"02-05-2025 19:38:26.676",1,4
4,200484,200484,"02-05-2025 19:38:41.502",1,4
2,200482,200482,"02-05-2025 19:39:01.175",1,2
4,200384,200384,"02-05-2025 19:39:19.960",1,4
4,200071,200071,"02-05-2025 19:39:19.297",1,4
2,200393,200393,"02-05-2025 19:39:36.150",1,2
4,200470,200470,"02-05-2025 19:40:00.125",1,4
4,200437,200437,"02-05-2025 19:40:41.460",1,4
4,200007,200007,"02-05-2025 19:40:55.961",1,4
2,200433,200433,"02-05-2025 19:42:38.160",1,2
4,200232,200232,"02-05-2025 19:42:47.216",1,4
4,200368,200368,"02-05-2025 19:42:48.140",1,4
4,200078,200078,"02-05-2025 19:42:48.716",1,4
4,200273,200273,"02-05-2025 19:42:49.548",1,4
3,200012,200012,"02-05-2025 19:42:52.616",1,3
3,200478,200478,"02-05-2025 19:43:13.147",1,3
4,200067,200067,"02-05-2025 19:43:18.837",1,4
4,200130,200130,"02-05-2025 19:43:32.471",1,4
4,200492,200492,"02-05-2025 19:43:41.718",1,4
4,200062,200062,"02-05-2025 19:43:42.688",1,4
2,200336,200336,"02-05-2025 19:44:05.970",1,2
3,200339,200339,"02-05-2025 19:44:22.943",1,3
3,200120,200120,"02-05-2025 19:44:24.361",1,3
4,200315,200315,"02-05-2025 19:44:43.229",1,4
4,200342,200342,"02-05-2025 19:45:07.418",1,4
4,200270,200270,"02-05-2025 19:45:23.658",1,4
4,200334,200334,"02-05-2025 19:46:03.723",1,4
3,200020,200020,"02-05-2025 19:46:31.951",1,3
2,200256,200256,"02-05-2025 19:46:37.270",1,2
4,200127,200127,"02-05-2025 19:46:38.859",1,4
4,200445,200445,"02-05-2025 19:46:39.671",1,4
3,200237,200237,"02-05-2025 19:46:42.720",1,3
2,200403,200403,"02-05-2025 19:47:29.262",1,2
2,200069,200069,"02-05-2025 19:48:09.231",1,2
4,200190,200190,"02-05-2025 19:48:58.733",1,4
3,200003,200003,"02-05-2025 19:48:59.186",1,3
3,200134,200134,"02-05-2025 19:49:16.999",1,3
4,200454,200454,"02-05-2025 19:50:11.737",1,4
4,200476,200476,"02-05-2025 19:50:12.967",1,4
2,200432,200432,"02-05-2025 19:50:14.807",1,2
4,200373,200373,"02-05-2025 19:50:17.230",1,4
2,200474,200474,"02-05-2025 19:50:18.665",1,2
2,200437,200437,"02-05-2025 19:50:21.717",1,2
4,200139,200139,"02-05-2025 19:50:53.436",1,4
2,200458,200458,"02-05-2025 19:50:53.625",1,2
4,200484,200484,"02-05-2025 19:51:26.979",1,4
4,200246,200246,"02-05-2025 19:52:46.244",1,4
4,200393,200393,"02-05-2025 19:52:50.111",1,4
4,200050,200050,"02-05-2025 19:53:04.531",1,4
2,200470,200470,"02-05-2025 19:53:38.130",1,2
2,200126,200126,"02-05-2025 19:53:40.675",1,2
2,200007,200007,"02-05-2025 19:54:11.189",1,2
4,200450,200450,"02-05-2025 19:54:11.991",1,4
4,200078,200078,"02-05-2025 19:56:50.719",1,4
3,200478,200478,"02-05-2025 19:56:52.150",1,3
2,200012,200012,"02-05-2025 19:56:52.254",1,2
4,200368,200368,"02-05-2025 19:56:52.351",1,4
4,200273,200273,"02-05-2025 19:57:00.462",1,4
4,200232,200232,"02-05-2025 19:57:10.656",1,4
4,200067,200067,"02-05-2025 19:57:13.755",1,4
